%Area %Perimeter %Compactness %Length %Width %Asymm %lengthOfGroove %Class
6.13498436299777E-02 6.61860374554106E-02 6.81419116389344E-02 6.74193172310637E-02 0.064476986324872 6.10273847548082E-02 6.47716533162201E-02 1
6.00270588974355E-02 6.52418714432079E-02 6.86012597183228E-02 6.66615221497863E-02 0.062583697982543 1.47789625329472E-02 6.42506335426347E-02 1
0.070654950024413 7.05292011115432E-02 6.90922869756001E-02 7.03649400469967E-02 7.09141666887907E-02 5.89706702870025E-02 6.64363750318224E-02 1
6.42690926948986E-02 0.068027161179206 6.75479270535183E-02 6.98760399945597E-02 6.70224073184477E-02 6.77505942336019E-02 6.73386287860801E-02 1
6.35848936953078E-02 6.68941619645627E-02 0.069123966153489 6.82626698215175E-02 6.62650919815161E-02 3.67097607531047E-02 0.063691490370982 1
6.86479662922799E-02 6.93017852956796E-02 6.95278756715719E-02 0.069814927488005 7.00095955919002E-02 3.67961773273823E-02 6.81138045467804E-02 1
7.35285858226945E-02 0.070812450915204 7.12781502499314E-02 6.97782599840722E-02 7.33123319224075E-02 3.92331247220093E-02 0.069168551893307 1
7.38934919558096E-02 7.20870750316776E-02 6.91714849203223E-02 7.12082926374505E-02 7.28705646425307E-02 4.87907978371067E-02 7.02360070391894E-02 1
7.79074594200758E-02 7.26063663383892E-02 7.19038140132363E-02 7.12816276453161E-02 7.74775662755314E-02 5.10894787128896E-02 6.96895716668925E-02 1
6.75076346262952E-02 6.85464524859175E-02 6.98763466283494E-02 6.91304674145932E-02 6.91681341064206E-02 5.37856758303493E-02 6.74657067796375E-02 1
0.065135744761047 6.68941619645627E-02 7.08346417594873E-02 6.59648395750636E-02 6.93784994777905E-02 0.115538959809089 6.35517045780688E-02 1
6.17603630297322E-02 6.53834963450383E-02 7.02564967630157E-02 6.53659370108282E-02 6.63913112043381E-02 4.47119355312061E-02 6.58009850640353E-02 1
6.15779099631747E-02 6.53834963450383E-02 7.01060206680436E-02 0.065402604514761 0.066433384278612 3.88701751100435E-02 6.57755694653238E-02 1
6.00270588974355E-02 6.39672473267343E-02 7.13494284001813E-02 6.27992117355339E-02 6.73379553755026E-02 4.25342378594118E-02 6.07814043185169E-02 1
7.07005632910524E-02 7.01515347066621E-02 6.98525872449327E-02 7.18316402043077E-02 7.14400801172155E-02 8.14216962843109E-02 7.02487148385452E-02 1
6.89216458921163E-02 6.86408690871377E-02 7.11672731273204E-02 0.068189334813652 7.28284915682568E-02 5.40622088680374E-02 6.58264006627467E-02 1
6.29463079623563E-02 6.62804540566309E-02 6.96466725886551E-02 6.57081670475342E-02 6.63702746672011E-02 2.69619711745967E-02 6.30433926038391E-02 1
0.070061977558101 6.96794517005607E-02 7.01772988182935E-02 6.96804799735848E-02 7.13769705058045E-02 2.36262914074831E-02 6.52164262936711E-02 1
6.83742866924436E-02 0.068735285688358 7.03515342966822E-02 6.80793323018536E-02 7.10403859116127E-02 5.11240453426006E-02 0.065762861665968 1
6.74620213596558E-02 6.85464524859175E-02 6.98446674504605E-02 6.77737697690805E-02 6.92312437178316E-02 4.67340833693009E-02 6.49495625072005E-02 1
6.77813142261315E-02 6.92545769950695E-02 6.87121368409338E-02 6.93993624434336E-02 0.068537037992311 3.67961773273823E-02 6.79994343525787E-02 1
6.58199437606378E-02 6.79799528785958E-02 6.93061214263499E-02 6.82626698215175E-02 6.88315495122288E-02 0.068701176550655 0.06536891988594 1
7.19777347569553E-02 7.03875762097128E-02 7.06683260755708E-02 6.93504724381899E-02 7.22394685284211E-02 9.66655799868713E-02 6.52672574910941E-02 1
6.60936233604742E-02 6.89713271914087E-02 6.76192052037682E-02 6.98515949919378E-02 6.54867401074475E-02 0.071138123945282 6.85712853235872E-02 1
6.53638110942439E-02 6.74134532712742E-02 6.99397049841271E-02 6.72726472153326E-02 6.72958823012286E-02 5.75188718391396E-02 6.63855438343994E-02 1
6.62304631603923E-02 6.89241188907985E-02 6.77696812987403E-02 7.01693800260219E-02 6.54867401074475E-02 2.55965893010113E-02 6.97276950649597E-02 1
6.85567397590011E-02 6.97266600011709E-02 0.068569580540434 6.96927024748958E-02 6.75693572840095E-02 3.34086476157022E-02 6.91177206958841E-02 1
0.065956783560556 6.77439113755451E-02 6.98367476559883E-02 6.58548370632653E-02 7.10403859116127E-02 4.84278482251409E-02 6.40981399503657E-02 1
6.80549938259679E-02 6.81215777804262E-02 7.13256690167646E-02 6.58059470580215E-02 7.17766647114073E-02 1.97375455649932E-02 6.46572831220184E-02 1
7.01532040913798E-02 6.97266600011709E-02 7.01456196404047E-02 6.92038024224588E-02 7.19239204713662E-02 3.45493463961659E-02 6.63601282356879E-02 1
5.52376659002997E-02 6.35895809218532E-02 6.64629152108249E-02 6.30558842630634E-02 6.37827805993514E-02 2.59595389129771E-02 5.74265452886009E-02 1
5.20903505021818E-02 6.07098745846349E-02 6.87675754022393E-02 6.12102865651137E-02 5.99541308404194E-02 4.66649501098789E-02 5.85448316319062E-02 1
5.12236984360335E-02 5.96240836706018E-02 0.070010983134377 5.99147014261556E-02 0.060564190417392 3.92158414071537E-02 5.97647803700575E-02 1
5.63779975662844E-02 6.22677485047694E-02 7.06683260755708E-02 6.20414166542566E-02 6.39931459707213E-02 5.56522738347444E-02 5.85194160331948E-02 1
6.03007384972718E-02 6.53362880444282E-02 6.87438160188227E-02 6.59403945724417E-02 0.064582169010557 7.18467398543579E-02 6.46572831220184E-02 1
5.82937547651387E-02 6.40616639279545E-02 6.90289286198224E-02 6.43148018980887E-02 6.36565613765295E-02 2.03251782700806E-02 6.07686965191612E-02 1
5.87498874315326E-02 6.37312058236836E-02 7.03198551187934E-02 6.28114342368449E-02 6.56129593302695E-02 4.06503565401611E-02 5.85448316319062E-02 1
6.54094243608833E-02 6.78383279767654E-02 6.91081265645446E-02 6.88126823805092E-02 6.71065534669957E-02 2.26929924052855E-02 6.54451666820745E-02 1
6.39041865617835E-02 6.74606615718843E-02 6.83082273228509E-02 6.85560098529797E-02 0.066433384278612 3.83171090346672E-02 6.52164262936711E-02 1
6.55462641608015E-02 6.79327445779857E-02 6.91081265645446E-02 6.80671098005427E-02 6.63282015929271E-02 2.53027729484676E-02 6.73513365854359E-02 1
5.80656884319418E-02 0.064911413338937 0.066985621645991 6.61481770947275E-02 0.060627300028803 6.10619513845193E-02 6.43904193355478E-02 1
8.04161890852422E-02 7.54388643749973E-02 6.86883774575172E-02 7.56695056159382E-02 7.49111087448187E-02 7.04467913510615E-02 7.70092640958002E-02 2
7.68127410207305E-02 7.39754070560831E-02 6.82923877339064E-02 7.33105628629297E-02 7.32912953852705E-02 8.07994969495125E-02 7.46837368136993E-02 2
7.87284982195848E-02 7.42586568597439E-02 6.94011589600165E-02 7.30661128367111E-02 7.56053144703394E-02 0.078448966129163 7.35908660691055E-02 2
8.71669525478717E-02 7.67606967920811E-02 7.19196536021807E-02 0.075217273067434 8.26735909483678E-02 5.07438124157794E-02 7.72507122835594E-02 2
7.67215144874517E-02 7.32200742463209E-02 6.95833142328774E-02 7.35427903878372E-02 7.33333684595445E-02 6.92023926814648E-02 7.42262560368926E-02 2
7.64934481542548E-02 7.37393655530324E-02 6.84111846509897E-02 0.072442765269854 0.072323614676969 8.50339090891126E-02 7.36416972665285E-02 2
7.90021778194211E-02 7.51084062707263E-02 6.81023126665733E-02 7.41172479494507E-02 7.15873358771744E-02 6.60913960074729E-02 7.52555877847078E-02 2
9.44650752101739E-02 8.13399019512643E-02 6.94011589600165E-02 8.04118361245772E-02 0.080233352640477 7.69280344218781E-02 8.19780136438956E-02 2
8.63915270150021E-02 7.78464877061142E-02 6.92982016318777E-02 7.87740209489132E-02 7.65519586415039E-02 8.75227064283061E-02 8.08470195012345E-02 2
7.80899124866334E-02 7.34089074487615E-02 7.04228124469322E-02 7.15016326689127E-02 7.50162914305037E-02 4.93957138570495E-02 7.30190150980971E-02 2
7.53987297549095E-02 7.24175331359486E-02 6.98763466283494E-02 7.18071952016859E-02 7.29336742539417E-02 9.56112977806851E-02 7.47218602117666E-02 2
8.53880351489356E-02 7.64302386878102E-02 7.10959949770704E-02 7.34083428734171E-02 8.11379237373675E-02 9.20163682907389E-02 7.47091524124108E-02 2
9.21387986115651E-02 7.97348197305197E-02 7.04386520358766E-02 7.68184207391652E-02 8.12851794973265E-02 8.94065877475568E-02 7.86231546139796E-02 2
8.92651628132836E-02 7.90266952213676E-02 6.95278756715719E-02 7.80284483689468E-02 7.93498180807234E-02 2.54410394673117E-02 7.97160253585734E-02 2
8.89914832134473E-02 7.88850703195372E-02 6.95357954660441E-02 7.78084433453501E-02 7.99598776576961E-02 5.11931786020227E-02 7.85977390152681E-02 2
8.33354381501631E-02 7.59581556817088E-02 7.02485769685435E-02 7.54495005923416E-02 7.68043970871477E-02 4.22231381920126E-02 0.078750232607537 2
8.61178474151658E-02 7.67606967920811E-02 7.10326366212927E-02 7.43616979756692E-02 7.91815257836275E-02 2.85001861967371E-02 7.76319462642316E-02 2
8.65739800815597E-02 7.86490288164866E-02 6.80310345163234E-02 8.00451610852495E-02 7.72040912927505E-02 0.06379271513169 8.25752802136155E-02 2
9.66088987422252E-02 0.081245485350044 0.071191032510737 8.03385011167117E-02 8.48403542734777E-02 9.98975598648518E-02 7.91822977856322E-02 2
9.52405007430435E-02 8.04901525402819E-02 0.07152366387857 7.88351334554679E-02 8.48193177363406E-02 8.66931073152416E-02 8.03259997276491E-02 2
9.16826659451712E-02 0.080206902736621 6.92665224539888E-02 8.04362811271991E-02 7.96232930635043E-02 3.37888805425234E-02 8.19525980451841E-02 2
8.55704882154931E-02 7.64774469884203E-02 7.11514335383759E-02 7.54372780910306E-02 7.98546949720112E-02 5.39239423491933E-02 0.07692030950031 2
8.57985545486901E-02 7.69023216939115E-02 7.05336895695432E-02 7.66595282221232E-02 7.76879316469013E-02 5.59460901872881E-02 0.07692030950031 2
8.47950626826235E-02 7.57693224792683E-02 7.18008566850975E-02 7.37872404140557E-02 8.12010333487785E-02 0.10371717244792 7.46837368136993E-02 2
8.37459575499176E-02 7.79881126079447E-02 6.69381028791577E-02 8.14751937386277E-02 7.33123319224075E-02 8.52585921822342E-02 8.19398902458284E-02 2
7.69495808206487E-02 7.38809904548628E-02 6.84903825957118E-02 7.50339355477701E-02 7.28495281053938E-02 6.38791317059675E-02 7.58274387557162E-02 2
8.80792178806595E-02 7.83185707122156E-02 6.98129882725717E-02 0.077502880812577 0.080149206491929 6.00940857526107E-02 7.92712523811224E-02 2
8.65739800815597E-02 7.82241541109953E-02 6.87992545801282E-02 7.88229109541569E-02 7.47217799105858E-02 3.70554270502149E-02 8.20034292426071E-02 2
8.28793054837692E-02 7.67606967920811E-02 6.84032648565175E-02 7.66473057208122E-02 7.38803184251062E-02 0.049309297282772 7.97160253585734E-02 2
8.53880351489356E-02 7.71383631969622E-02 6.97733893002106E-02 7.60117356526441E-02 7.74986028126684E-02 3.78158929038574E-02 7.74794526719627E-02 2
7.48513705552368E-02 7.19926584304574E-02 7.02168977906546E-02 6.98882624958706E-02 7.41537934078871E-02 7.28837387456886E-02 0.071392416780562 2
8.20582666842602E-02 7.48723647676757E-02 7.12147918941536E-02 7.19905327213497E-02 7.77089681840383E-02 3.57418951211961E-02 7.41754248394696E-02 2
8.87634168802503E-02 7.78936960067244E-02 7.11593533328481E-02 7.47161505136861E-02 8.18742025371622E-02 0.07445652039754 7.63611663286574E-02 2
8.74862454143474E-02 7.85074039146561E-02 6.90368484142946E-02 7.78451108492829E-02 7.74354932012574E-02 5.80200879699494E-02 7.91568821869208E-02 2
8.64371402816415E-02 7.75160296018433E-02 6.99238653951827E-02 0.076366188190661 7.89921969493946E-02 0.05821020443336 7.81275504391056E-02 2
8.58897810819688E-02 7.69023216939115E-02 7.06208073087375E-02 7.37872404140557E-02 7.96443296006413E-02 4.41243028261188E-02 7.47091524124108E-02 2
8.59810076152476E-02 7.63358220865899E-02 7.17216587403754E-02 7.51928280648121E-02 8.00650603433811E-02 4.91364641342169E-02 7.87883560056042E-02 2
8.04161890852422E-02 7.48723647676757E-02 6.96941913554884E-02 0.073738350408812 7.51635471904626E-02 6.47605807635985E-02 0.075344542380198 2
0.090952853678941 7.98764446323501E-02 6.93140412208221E-02 0.081585196250426 7.91604892464905E-02 5.62053399101207E-02 8.32360857801141E-02 2
0.084612609616066 7.65718635896406E-02 7.02089779961824E-02 7.52050505661231E-02 7.72882374412985E-02 3.00384012188776E-02 0.074899769402747 2
8.41564769496721E-02 7.60997805835392E-02 7.06524864866264E-02 7.46428155058205E-02 7.92867084693125E-02 3.86282087020664E-02 7.36289894671727E-02 2
8.83985107471352E-02 7.89322786201474E-02 6.90289286198224E-02 7.70384257627618E-02 7.97495122863262E-02 6.35680320385683E-02 7.58020231570047E-02 2
8.72581790811505E-02 7.69967382951318E-02 7.15553430564589E-02 7.55717256054508E-02 8.20845679085321E-02 0.036450511030272 7.52810033834193E-02 2
8.73037923477899E-02 7.84129873134359E-02 6.90764473866557E-02 7.65006357050811E-02 7.86135392809288E-02 0.115487109864522 0.07692030950031 2
0.095651020142798 8.14343185524846E-02 7.01614592293491E-02 8.02162761036024E-02 8.39568197137241E-02 8.08340635792235E-02 8.02624607308704E-02 2
8.69388862146748E-02 7.76576545036737E-02 0.070121860256988 7.84195684108964E-02 0.078234881612463 0.038852891795188 7.83181674294417E-02 2
8.64827535482809E-02 7.64774469884203E-02 7.18879744242919E-02 7.39583554324087E-02 8.19793852228471E-02 7.49058865837833E-02 0.07306984629552 2
8.73494056144293E-02 7.76576545036737E-02 7.04069728579877E-02 7.63295206867282E-02 0.080254389177614 0.053301743014395 7.85977390152681E-02 2
8.61634606818052E-02 7.66190718902507E-02 7.13415086057091E-02 7.61095156631315E-02 7.92867084693125E-02 6.28939827592034E-02 7.58147309563604E-02 2
9.13633730786955E-02 7.97820280311298E-02 6.97813090946828E-02 7.93607010118377E-02 8.11379237373675E-02 5.29387934024292E-02 8.03132919282933E-02 2
9.23212516781226E-02 0.07982923633174 7.04624114192933E-02 0.077185095778493 8.33467601367514E-02 0.101988840962369 7.86358624133353E-02 2
0.082742465683851 7.60997805835392E-02 6.94724371102664E-02 7.40561354428961E-02 7.49531818190927E-02 6.25483164620932E-02 7.63865819273689E-02 2
7.37566521558915E-02 7.26063663383892E-02 6.80151949273789E-02 7.04260525535513E-02 7.12507512829826E-02 7.40762874707188E-02 7.24725797258001E-02 2
8.40652504163933E-02 7.53916560743872E-02 7.18879744242919E-02 0.073090557839333 7.93287815435865E-02 5.15734115288439E-02 7.50395551956601E-02 2
7.29356133563825E-02 7.02931596084925E-02 7.17850170961531E-02 6.55492745304921E-02 7.53528760246955E-02 5.76571383579837E-02 0.06536891988594 2
8.55248749488537E-02 0.0763830303872 7.12702304554591E-02 7.46917055110642E-02 8.13903621830114E-02 7.23825226148787E-02 7.61451337396098E-02 2
8.50687422824598E-02 7.74688213012332E-02 6.88863723193225E-02 7.68184207391652E-02 7.56053144703394E-02 7.58910355305474E-02 7.75429916687414E-02 2
8.20126534176208E-02 7.48251564670655E-02 7.12227116886258E-02 7.30783353380221E-02 7.75617124240793E-02 3.90084416288876E-02 7.52174643866405E-02 2
9.19563455450075E-02 8.03957359390616E-02 6.91794047147945E-02 7.96051510380562E-02 7.93708546178604E-02 3.30111313740254E-02 7.85977390152681E-02 2
8.00512829521271E-02 7.39281987554729E-02 7.12068720996814E-02 7.07805050915681E-02 7.76248220354903E-02 9.27422675146703E-02 7.19388521528589E-02 2
8.34722779500812E-02 7.50139896695061E-02 7.21334880529305E-02 7.30783353380221E-02 7.89921969493946E-02 4.90327642450838E-02 7.57638997589375E-02 2
8.63915270150021E-02 7.70439465957419E-02 7.08188021705429E-02 7.50950480543247E-02 8.04647545489839E-02 5.02598795998251E-02 7.55986983673128E-02 2
7.01532040913798E-02 7.03403679091026E-02 6.89497306751003E-02 7.19171977134842E-02 6.87474033636809E-02 7.71181508852887E-02 7.36416972665285E-02 2
7.37110388892521E-02 7.23703248353385E-02 0.068458703417823 7.14405201623581E-02 7.14190435800785E-02 7.37306211736086E-02 7.36416972665285E-02 2
7.09742428908887E-02 7.02931596084925E-02 6.98763466283494E-02 7.05971675719042E-02 7.16925185628594E-02 8.59326414615991E-02 7.43025028330271E-02 2
7.01532040913798E-02 6.92073686944594E-02 7.11989523052092E-02 6.69426396799376E-02 7.28916011796677E-02 6.22199334798385E-02 6.91177206958841E-02 2
7.91846308859787E-02 7.44002817615743E-02 6.95753944384052E-02 7.51072705556357E-02 7.51845837275996E-02 6.09409681805307E-02 7.58782699531391E-02 2
7.10198561575281E-02 0.071520575424356 6.75320874645739E-02 7.23572077606775E-02 6.79690514896123E-02 4.56279512185482E-02 7.47091524124108E-02 2
7.11566959574463E-02 7.13317422219155E-02 6.79518365716012E-02 7.12816276453161E-02 6.91260610321467E-02 4.70970329812666E-02 7.30952618942315E-02 2
7.40303317557278E-02 7.16622003261864E-02 7.00901810790992E-02 7.17705276977531E-02 7.30388569396267E-02 6.51408136904198E-02 7.52555877847078E-02 2
0.059616539497681 6.57139544493093E-02 6.71598571243798E-02 0.066881527173383 6.29833921881458E-02 9.16707019936287E-02 6.85585775242314E-02 3
6.07568711636657E-02 6.58083710505296E-02 6.82131897891843E-02 6.77248797638368E-02 0.064645278621968 0.121588120008518 6.91304284952398E-02 3
6.08480976969445E-02 6.58555793511397E-02 6.82686283504898E-02 6.58670595645762E-02 6.46663151591049E-02 0.103613472558787 6.74402911809261E-02 3
5.57394118333329E-02 6.28814564127011E-02 6.85220617736007E-02 6.38503468482735E-02 6.24154056854471E-02 0.094522448944788 6.63474204363322E-02 3
5.39148811677574E-02 6.32591228175822E-02 6.55283794631036E-02 6.49503719662568E-02 5.84184636294191E-02 7.72737007189883E-02 6.58009850640353E-02 3
5.11324719027547E-02 6.19844987011086E-02 6.46809614545766E-02 6.45225844203744E-02 5.65251752870901E-02 0.106620769343645 6.70336416015423E-02 3
5.21359637688212E-02 6.19844987011086E-02 6.60114869259086E-02 6.32636667853491E-02 5.71983444754738E-02 3.83862422940892E-02 6.52164262936711E-02 3
5.69709700325964E-02 0.063542372621243 0.068569580540434 6.43759144046433E-02 6.24154056854471E-02 7.64095349762128E-02 6.35644123774246E-02 3
5.79288486320236E-02 6.47225801364964E-02 6.72469748635741E-02 6.58303920606434E-02 6.12373596057757E-02 5.63436064289648E-02 6.75546613751277E-02 3
4.92167147039004E-02 6.10403326889058E-02 6.42057737862437E-02 6.49870394701896E-02 5.57047503387475E-02 9.44014657407994E-02 6.60043098537271E-02 3
5.39604944343968E-02 6.24565817072099E-02 6.72865738359352E-02 6.43270243993996E-02 5.97437654690495E-02 0.089786820674378 6.74402911809261E-02 3
5.47815332339058E-02 6.38256224249038E-02 6.53303846012982E-02 0.066062619585551 5.83974270922821E-02 0.120844937469731 6.69701026047636E-02 3
5.59218648998905E-02 6.42032888297849E-02 6.59956473369642E-02 6.60992870894838E-02 5.95965097090905E-02 8.21994454528088E-02 6.81138045467804E-02 3
5.09956321028365E-02 6.15596239956173E-02 6.54650211073258E-02 6.38014568430298E-02 0.056651394509912 5.75880050985616E-02 6.35517045780688E-02 3
5.18166709023455E-02 6.16068322962275E-02 6.63837172661027E-02 6.32514442840382E-02 5.79556598124054E-02 6.99628585351073E-02 6.68811480092734E-02 3
5.10412453694759E-02 6.16068322962275E-02 6.53620637791871E-02 6.41681318823576E-02 5.62727368414462E-02 0.100467909255084 6.63220048376207E-02 3
5.17254443690667E-02 0.060757082885245 6.80785532831567E-02 6.17602991241053E-02 5.99330943032824E-02 5.78472548213943E-02 6.35771201767803E-02 3
5.53288924335784E-02 6.48169967377167E-02 6.39998591299661E-02 6.59281720711308E-02 5.77452944410355E-02 8.33919941778391E-02 6.63347126369764E-02 3
5.35955883012817E-02 6.38256224249038E-02 6.40077789244384E-02 6.65392971366771E-02 5.63358464528572E-02 7.56663524374258E-02 6.74784145789933E-02 3
5.24096433686576E-02 6.24093734065998E-02 6.54412617239092E-02 6.48281469531475E-02 0.056693467584186 9.31225004414916E-02 6.74784145789933E-02 3
5.71990363657934E-02 6.45337469340559E-02 0.066724268428408 6.66248546458535E-02 0.060564190417392 5.32671763846839E-02 6.97785262623827E-02 3
5.48271465005452E-02 6.29286647133113E-02 6.73420123972407E-02 6.53903820134501E-02 5.91126693549398E-02 7.38170377478861E-02 6.74529989802818E-02 3
5.49639863004633E-02 6.33063311181924E-02 0.066652990278158 6.43759144046433E-02 5.98910212290084E-02 8.62091744992873E-02 6.41235555490772E-02 3
5.72446496324328E-02 6.40616639279545E-02 6.77776010932125E-02 6.51825994911644E-02 6.24364422225841E-02 7.63749683465017E-02 6.57755694653238E-02 3
0.050813179036279 6.03794164803639E-02 6.77776010932125E-02 6.12469540690464E-02 0.058776084760748 0.110405815297002 6.41616789471445E-02 3
5.51920526336603E-02 6.20789153023288E-02 6.96387527941829E-02 6.23958691922734E-02 6.18684557198854E-02 0.038040575996979 6.42506335426347E-02 3
5.67429036993995E-02 6.41560805291748E-02 6.70173008238799E-02 6.50114844728114E-02 6.09428480858578E-02 8.51030423485346E-02 6.69701026047636E-02 3
5.54201189668572E-02 6.34951643206329E-02 6.68668247289078E-02 6.62092896012821E-02 5.96806558576385E-02 6.28766994443479E-02 6.78342329609541E-02 3
5.17710576357061E-02 6.19372904004984E-02 6.56630159691312E-02 6.32636667853491E-02 5.61254810814873E-02 7.49577365283498E-02 6.52164262936711E-02 3
5.12693117026728E-02 6.13707907931768E-02 6.62015619932418E-02 6.22125316726095E-02 5.71141983269258E-02 6.08545516062531E-02 6.46572831220184E-02 3
5.02658198366063E-02 6.13707907931768E-02 6.48551969329653E-02 0.065084819480677 0.056819686807008 0.116403125551864 6.56103680736991E-02 3
5.26833229684939E-02 6.18428737992781E-02 6.69618622625744E-02 6.31536642735508E-02 5.98489481547344E-02 0.116057459254754 6.29798536070604E-02 3
0.051406151502591 6.12291658913464E-02 6.66767496615747E-02 6.21880866699877E-02 5.81239521095013E-02 7.44738037123956E-02 6.35389967787131E-02 3
5.19991239689031E-02 6.17484571980579E-02 6.63282787047972E-02 6.27747667329121E-02 5.81239521095013E-02 9.65791634125937E-02 6.46699909213742E-02 3
4.93991677704579E-02 6.11819575907362E-02 0.064142415430466 6.45103619190635E-02 5.55574945787886E-02 8.95621375812564E-02 6.58899396595255E-02 3
4.92623279705397E-02 5.93408338669409E-02 6.80310345163234E-02 6.08802790297187E-02 5.93440712634467E-02 8.24932618053525E-02 6.43395881381249E-02 3
5.13605382359516E-02 6.14179990937869E-02 6.61698828153529E-02 6.33858917984584E-02 5.70090156412409E-02 9.22064847541495E-02 6.47081143194414E-02 3
4.89886483707034E-02 6.00961666767031E-02 6.59639681590754E-02 6.28847692447104E-02 5.55785311159256E-02 8.12661464506113E-02 6.30688082025506E-02 3
5.23640301020182E-02 6.16068322962275E-02 6.71044185630743E-02 6.33125567905928E-02 5.80187694238163E-02 0.101556758090981 6.35644123774246E-02 3
5.56937985666935E-02 6.35895809218532E-02 0.06694602267363 6.54759395226266E-02 6.08587019373099E-02 2.87075859750033E-02 6.58009850640353E-02 3
